product_id,name,cleaned_name,price,brand,category,subcategory,volume_weight,is_multipack,product_type,url,image_url,slug,allergens,certifications,ingredients,country_of_origin,storage_advice,allergy_warning,description
N/A,ANNAPOORNA CURRY POWDER 200G,Annapoorna Curry Powder,,ANNAPOORNA,SPICES & MASALA,MASALA POWDER,200g,False,single,https://www.lakshmiwholesale.com/products/annapoorna-curry-powder-200g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign-CURRYPOWDER.png?v=1749642766,annapoorna-curry-powder,,vegetarian,,,,,"ANNAPOORNA CURRY POWDER 200G
ANNAPOORNA CURRY POWDER 200G
is a versatile and aromatic spice blend designed to enhance the flavor of a wide range of curries and stews. Made from a mix of carefully selected spices, this curry powder offers a balanced taste that is ideal for both vegetarian and non-vegetarian dishes. Whether you are making a simple curry or a complex, multi-layered dish,
ANNAPOORNA CURRY POWDER
adds depth, warmth, and authenticity to your cooking.
Available through
Lakshmi Wholesal"
N/A,SAKTHI SAMBAR POWDER 200G,Sakthi Sambar Powder,,SAKTHI,SPICES & MASALA,MASALA POWDER,200g,False,single,https://www.lakshmiwholesale.com/products/sakthi-sambar-powder-200g,//www.lakshmiwholesale.com/cdn/shop/files/SAKTHI-SAMBAR-POWDER-200G_583c3c30-2602-4412-961d-1412a1d2a397.jpg?v=1749643119,sakthi-sambar-powder,,,,,,,"SAKTHI SAMBAR POWDER 200G
Introducing
Sakthi Sambar Powder - 200g
, a flavorful blend of authentic spices designed to help you create the perfect South Indian sambar with ease. Made from a balanced combination of coriander, red chili, turmeric, fenugreek, and other spices, this sambar powder ensures a rich and aromatic gravy that pairs well with rice, idli, dosa, or vada. With
Sakthi Sambar Powder
, you can quickly prepare the tangy, spicy, and savory flavors that make sambar a staple in South I"
N/A,MDH KITCHEN KING MASALA 100G,Mdh Kitchen King Masala,,King,SPICES & MASALA,MASALA POWDER,100g,False,single,https://www.lakshmiwholesale.com/products/mdh-kitchen-king-masala-100g,//www.lakshmiwholesale.com/cdn/shop/files/MDHKITCHENKINGMASALA100G.png?v=1749642637,mdh-kitchen-king-masala,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","MDH KITCHEN KING MASALA 100G
Bring rich, aromatic flavors to your cooking with
MDH Kitchen King Masala 100g
. This versatile, all-purpose spice blend is perfect for a variety of dishes, from flavorful curries and gravies to vegetable and meat-based recipes. Combining a perfect mix of high-quality spices such as cumin, coriander, cardamom, and turmeric, MDH Kitchen King Masala delivers a well-rounded, balanced taste that enhances your food with minimal effort. Whether you're cooking a traditional"
N/A,777 MADRAS SAMBAR POWDER 165G,777 Madras Sambar Powder,,777,SPICES & MASALA,MASALA POWDER,165g,False,single,https://www.lakshmiwholesale.com/products/777-madras-sambar-powder-165g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_3.png?v=1749642838,777-madras-sambar-powder,,,"in 777 Madras Sambar Powder ensure a perfect balance of flavors, enhancing your sambar with depth and authenticity",,,,"777 MADRAS SAMBAR POWDER 165G
Bring authentic South Indian flavors to your kitchen with
777 Madras Sambar Powder 165g
, available at Lakshmi Wholesale UK, your go-to
online bulk grocery retailer.
This premium sambar powder is expertly crafted using a blend of high-quality spices, herbs, and lentils, providing a rich and aromatic taste that is essential for making traditional sambar, a beloved dish in South Indian cuisine.
The carefully selected ingredients in 777 Madras Sambar Powder ensure a pe"
N/A,777 TANDOORI CHICKEN MASALA 165G,777 Tandoori Chicken Masala,,777,SPICES & MASALA,MASALA POWDER,165g,False,single,https://www.lakshmiwholesale.com/products/777-tandoori-chicken-masala-165g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_9.png?v=1749642877,777-tandoori-chicken-masala,,,,,,,"777 TANDOORI CHICKEN MASALA 165G
Bring the vibrant flavors of Indian cuisine to your kitchen with
777 Tandoori Chicken Masala 165g
, now available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer.
This carefully crafted masala is designed to infuse your chicken with the signature taste and aroma of tandoori cooking. Made from a rich blend of spices, including cumin, coriander, and aromatic herbs, this masala creates a delectable marinade that perfectly complements grilled or ro"
N/A,777 RICE POWDER 165GM - DHALL,777 Rice Powder 165gm - Dhall,,777,SPICES & MASALA,MASALA POWDER,,False,single,https://www.lakshmiwholesale.com/products/777-rice-powder-165gm-dhall,//www.lakshmiwholesale.com/cdn/shop/files/777-200g-DHALL-POWDER-1.jpg?v=1749642881,777-rice-powder-165gm-dhall,,,perfect for creating a variety of traditional dishes,,,,"777 RICE POWDER 165GM - DHALL
Discover the authentic taste of South Indian cuisine with
777 Rice Powder 165g - Dhall
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer
. This premium rice powder, made from carefully selected rice and dhall, is a versatile ingredient perfect for creating a variety of traditional dishes.
Ideal for making delicious dosas, idlis, or even rice pancakes, this rice powder provides a smooth texture and authentic flavor that is essential in ma"
N/A,777 IDLI CHILLI POWDER 165G,777 Idli Chilli Powder,,777,SPICES & MASALA,MASALA POWDER,165g,False,single,https://www.lakshmiwholesale.com/products/777-idli-chilli-powder-165g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_10.png?v=1749642882,777-idli-chilli-powder,,,,,,,"777 IDLI CHILLI POWDER 165G
Add a burst of flavor to your meals with
777 Idli Chilli Powder 165g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer.
This specially crafted chilli powder is designed to complement the classic South Indian dish, idli, but its versatility makes it an excellent addition to a variety of recipes. Made from high-quality ingredients, this powder provides a perfect balance of heat and spice, elevating your culinary creations to new heights.
Ide"
N/A,SAKTHI DHALL RICE POWDER 200G,Sakthi Dhall Rice Powder,,SAKTHI,SPICES & MASALA,MASALA POWDER,200g,False,single,https://www.lakshmiwholesale.com/products/sakthi-dhall-rice-powder-200g,//www.lakshmiwholesale.com/cdn/shop/products/6b278f10152adc202f0fa8e96bdf6378.jpg?v=1749643417,sakthi-dhall-rice-powder,,,in any Indian kitchen,,,,"SAKTHI DHALL RICE POWDER 200G
**Sakthi Dhall Rice Powder 200G - Wholesale by Lakshmi Wholesale UK**
The **Sakthi Dhall Rice Powder 200G** is a versatile and flavorful spice blend, perfect for enhancing the taste of traditional Indian dishes. Made from finely ground rice and lentils, this powder is commonly used in South Indian cooking to prepare a variety of delicious recipes, including rice mixes, chutneys, and other savory dishes. It adds a unique texture and flavor to your meals, making it an"
N/A,MDH CHANA MASALA 100G,Mdh Chana Masala,,MDH,SPICES & MASALA,MASALA POWDER,100g,False,single,https://www.lakshmiwholesale.com/products/mdh-chana-dal-masala-100gm,//www.lakshmiwholesale.com/cdn/shop/files/image_d14e8c60-f1b3-4c6d-a030-aabf872c3fc2.jpg?v=1749642625,mdh-chana-masala,"soy, milk, nuts, peanuts",,for every Indian food lover,,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","MDH CHANA MASALA 100G
Elevate your chickpea dishes with the authentic taste of
MDH Chana Masala 100g
. This specially crafted spice blend is designed to enhance the flavor of your chana (chickpea) curry, bringing the rich, aromatic taste of Indian street food straight to your kitchen. Made from a carefully selected mix of spices like coriander, cumin, dried mango powder, and garam masala, MDH Chana Masala adds a bold and zesty flavor that perfectly complements the earthy taste of chickpeas.
Whet"
N/A,777 CHETTINAD MUTTON MASALA 165G,777 Chettinad Mutton Masala,,777,SPICES & MASALA,MASALA POWDER,165g,False,single,https://www.lakshmiwholesale.com/products/777-chettinad-mutton-masala-165g,//www.lakshmiwholesale.com/cdn/shop/files/productimages-selva-2024-05-09T164400.748.png?v=1749642862,777-chettinad-mutton-masala,,,,,,,"777 CHETTINAD MUTTON MASALA 165G
Introducing
777 Chettinad Mutton Masala - 165g
, a rich and aromatic spice blend that captures the essence of traditional Chettinad cuisine. This exquisite masala is made with a carefully selected mix of spices, including coriander, cumin, fennel seeds, and a hint of black pepper, to create a complex flavor profile that is perfect for enhancing mutton dishes. With its bold and vibrant flavors,
777 Chettinad Mutton Masala
allows you to recreate authentic Chettinad"
N/A,777 KULAMBU CHILLY POWDER 165G,777 Kulambu Chilly Powder,,illy,SPICES & MASALA,MASALA POWDER,165g,False,single,https://www.lakshmiwholesale.com/products/777-kulambu-chilly-powder-165g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_8.png?v=1749642878,777-kulambu-chilly-powder,,,for anyone looking to add authentic South Indian spice to their meals,,,,"777 KULAMBU CHILLY POWDER 165G
Add a spicy kick to your dishes with
777 Kulambu Chilly Powder 165g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer
. This specially crafted chili powder is perfect for enhancing the flavor of traditional South Indian kulambu and various other recipes. Made from high-quality dried chilies, this powder delivers a vibrant heat that brings depth and character to your culinary creations.
777 Kulambu Chilly Powder is incredibly versatile a"
N/A,SAKTHI RASAM POWDER 200G,Sakthi Rasam Powder,,SAKTHI,SPICES & MASALA,MASALA POWDER,200g,False,single,https://www.lakshmiwholesale.com/products/sakthi-rasam-powder-200g,//www.lakshmiwholesale.com/cdn/shop/files/777_MADRAS_SAMBAR_POWDER_140G_2.png?v=1749643120,sakthi-rasam-powder,,,,,,,"SAKTHI RASAM POWDER 200G
Introducing
Sakthi Rasam Powder - 200g
, your go-to spice blend for making traditional South Indian rasam effortlessly. This expertly crafted powder combines a unique mix of spices, including black pepper, cumin, coriander, and tamarind, delivering the authentic tangy and spicy flavor that rasam is known for. Perfect for a comforting soup or a flavorful accompaniment to rice,
Sakthi Rasam Powder
brings the essence of homemade goodness to your kitchen.
Simply add this ras"
N/A,SRI DURGA CORIANDER POWDER 1KG,Sri Durga Coriander Powder,,SRI DURGA,SPICES & MASALA,MASALA POWDER,1kg,False,single,https://www.lakshmiwholesale.com/products/sri-durga-coriander-powder-1kg,//www.lakshmiwholesale.com/cdn/shop/files/SRI_DURGA_CORIANDER_POWDER_1KG.jpg?v=1749643153,sri-durga-coriander-powder,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA CORIANDER POWDER 1KG
**SRI DURGA CORIANDER POWDER 1KG – Wholesale by Lakshmi Wholesale in the UK**
Discover the aromatic essence of **Sri Durga Coriander Powder 1KG**, now available for wholesale purchase at Lakshmi Wholesale. A staple in Indian cuisine, coriander powder is celebrated for its warm, nutty flavor and is a must-have in any kitchen, whether for home cooking or professional culinary use.
Crafted from the finest coriander seeds, Sri Durga Coriander Powder is carefully ground"
N/A,ANNAPOORNA DHALL RICE POWDER 200G,Annapoorna Dhall Rice Powder,,ANNAPOORNA,SPICES & MASALA,MASALA POWDER,200g,False,single,https://www.lakshmiwholesale.com/products/annapoorna-dhall-rice-powder-200g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign-DALRICEPOWDER.png?v=1749642769,annapoorna-dhall-rice-powder,,,,,,,"ANNAPOORNA DHALL RICE POWDER 200G
ANNAPOORNA DHALL RICE POWDER 200G
is a versatile and nutritious blend of lentils and rice, finely ground to offer a convenient cooking ingredient. This powder is perfect for preparing a variety of South Indian dishes, such as porridge, rice-based snacks, or even as a side dish accompaniment. Rich in protein and easy to digest, this dhall rice powder is ideal for both adults and children, offering a wholesome option for everyday meals. The balanced blend of lenti"
N/A,777 SPECIAL EGG CURRY MASALA 165GM,777 Special Egg Curry Masala 165gm,,777,SPICES & MASALA,MASALA POWDER,,False,single,https://www.lakshmiwholesale.com/products/777-special-egg-curry-masala-165gm,//www.lakshmiwholesale.com/cdn/shop/files/a1d6d27cced075ea24597ba434673820.png?v=1749642875,777-special-egg-curry-masala-165gm,"egg, eggs",,,,,,"777 SPECIAL EGG CURRY MASALA 165GM
Transform your meals with the rich flavors of
777 Special Egg Curry Masala 165g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer.
This expertly crafted masala is specifically designed to enhance the taste of egg curry, infusing it with a perfect blend of aromatic spices and herbs that capture the essence of traditional Indian cooking.
777 Special Egg Curry Masala features a balanced mix of spices that harmonizes beautifully with th"
N/A,777 MADRAS RASAM POWDER 165G,777 Madras Rasam Powder,,777,SPICES & MASALA,MASALA POWDER,165g,False,single,https://www.lakshmiwholesale.com/products/777-madras-rasam-powder-165g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_11.png?v=1749642883,777-madras-rasam-powder,,,,,,,"777 MADRAS RASAM POWDER 165G
Experience the authentic flavors of South Indian cuisine with
777 Madras Rasam Powder 165g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer.
This expertly blended rasam powder captures the essence of traditional Madras rasam, a tangy and spicy soup that is a staple in many households. Made from a premium mix of spices, including black pepper, cumin, and tamarind, this powder is designed to deliver the perfect balance of heat and flavor i"
N/A,NATURES METHI SEEDS (FENUGREEK SEEDS) 400G,Natures Methi Seeds (fenugreek Seeds),,NATURES,SPICES & MASALA,WHOLE SPICES,400g,False,single,https://www.lakshmiwholesale.com/products/natures-methi-seeds-fenugreek-seeds-500gms,//www.lakshmiwholesale.com/cdn/shop/files/productimages2_43.png?v=1749643448,natures-methi-seeds-fenugreek-seeds,"soy, milk, nuts, peanuts",,can make in your cooking!,,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","NATURES METHI SEEDS (FENUGREEK SEEDS) 400G
Discover the rich flavor and numerous health benefits of NATURES Methi Seeds (Fenugreek Seeds), now available in a convenient 500g pack from Lakshmi Wholesale. Known for their distinct, slightly bitter taste, these seeds are a staple in Indian cuisine, adding depth to curries, dals, and spice blends.
Methi seeds are not just about flavor; they are packed with nutrients. They are a rich source of dietary fiber, protein, and essential vitamins and mineral"
N/A,NATURES FENNEL SEEDS 400G,Natures Fennel Seeds,,NATURES,SPICES & MASALA,WHOLE SPICES,400g,False,single,https://www.lakshmiwholesale.com/products/natures-fennel-seeds-400gms,//www.lakshmiwholesale.com/cdn/shop/products/NATURES-FENNEL-SEEDS-400GMS.png?v=1749643438,natures-fennel-seeds,,,at competitive prices,,,,"NATURES FENNEL SEEDS 400G
**Nature's Fennel Seeds 400G - Wholesale by Lakshmi Wholesale UK**
Discover the aromatic delight of **Nature's Fennel Seeds 400G**, available at wholesale prices from Lakshmi Wholesale in the UK. Fennel seeds, known for their sweet, licorice-like flavor, are a staple in Indian cuisine and offer a myriad of health benefits. Rich in dietary fiber, vitamins, and antioxidants, they aid digestion, enhance metabolism, and support overall wellness.
Ideal for culinary use, thes"
N/A,NATURES FENNEL SEEDS 100G,Natures Fennel Seeds,,NATURES,SPICES & MASALA,WHOLE SPICES,100g,False,single,https://www.lakshmiwholesale.com/products/natures-fennel-seeds,//www.lakshmiwholesale.com/cdn/shop/files/productimages-selva-2024-05-09T104957.303.png?v=1749643044,natures-fennel-seeds,,,"for restaurants, small retail shops, and home cooks",,,,"NATURES FENNEL SEEDS 100G
Natures Fennel Seeds 100g are a delightful and aromatic spice that adds a sweet, anise-like flavor to a variety of dishes. These tiny greenish-brown seeds are commonly used in Indian, Mediterranean, and Middle Eastern cuisines, where they can enhance both savory and sweet recipes. Fennel seeds are perfect for flavoring curries, soups, and salads, as well as being used in baking and confectionery. They are also known for their digestive benefits and can be enjoyed as a s"
